assessment_id,date,school_id,grade,subject,grading_scale,avg_score,max_marks,total_students_assessed,score_100
TST007241,2026-03-05,SCH0293,4,Science,Percentage,64.1%,100,107,64.1
TST002189,2025-06-13,SCH0597,6,Punjabi,CGPA,8.3,10,78,83.0
TST002838,2025-12-29,SCH0345,4,Science,Letter Grade,B,NA,144,80.0
TST003158,2026-03-20,SCH0471,3,EVS,CGPA,6.7,10,46,67.0
TST004929,2025-12-04,SCH0314,3,Hindi,Percentage,81.7%,100,109,81.7
TST004127,2025-05-12,SCH0383,5,Mathematics,Raw Marks,17.7/25,25,55,70.8
TST002290,2025-11-06,SCH0237,4,English,%,63.9%,100,85,63.9
TST007768,2025-11-10,SCH0346,5,Mathematics,Raw Marks,90.5/100,100,141,90.5
TST005256,2025-11-12,SCH0193,7,Mathematics,Raw Marks,44.8/100,100,56,44.8
TST004447,2025-11-10,SCH0317,5,Mathematics,CGPA,7.1,10,144,71.0
TST005855,2025-08-13,SCH0292,5,English,Letter Grade,B,NA,62,80.0
TST001199,2025-05-19,SCH0454,6,Mathematics,Raw Marks,29.9/50,50,146,59.8
TST001818,2025-08-25,SCH0592,6,Mathematics,Letter Grade,C,NA,105,70.0
TST007934,2026-01-06,SCH0256,5,Mathematics,%,81.5%,100,146,81.5
TST007917,2025-04-15,SCH0412,7,Science,CGPA,7.2,10,109,72.0
TST007246,2025-07-25,SCH0391,8,EVS,Percentage,89.7%,100,116,89.7
TST003097,2025-09-03,SCH0321,7,Mathematics,CGPA,7.8,10,26,78.0
TST005467,2025-03-08,SCH0546,8,Mathematics,Letter Grade,E,NA,53,50.0
TST000904,2026-03-27,SCH0237,3,Science,%,86.2%,100,144,86.2
TST005140,2025-07-09,SCH0283,8,English,Letter Grade,C,NA,98,70.0
TST001468,2025-11-27,SCH0350,6,Mathematics,Letter Grade,C,NA,80,70.0
TST007164,2025-07-23,SCH0485,6,Hindi,Letter Grade,C,NA,61,70.0
TST002557,2025-07-20,SCH0340,7,EVS,Letter Grade,D,NA,74,60.0
TST003188,2025-06-25,SCH0082,8,Mathematics,Letter Grade,C,NA,36,70.0
TST002261,2026-03-03,SCH0424,6,Punjabi,Percentage,80.2%,100,130,80.2
TST002810,2025-06-28,SCH0270,3,Mathematics,Letter Grade,C,NA,59,70.0
TST002816,2025-04-10,SCH0275,3,English,Letter Grade,D,NA,121,60.0
TST005706,2025-07-12,SCH0441,6,Hindi,Raw Marks,19.9/25,25,59,79.6
TST006606,2025-06-23,SCH0326,4,English,CGPA,7.7,10,101,77.0
TST007215,2025-05-20,SCH0114,5,Mathematics,Raw Marks,41.8/50,50,114,83.6
TST001636,2026-02-26,SCH0478,7,Punjabi,Raw Marks,42.2/50,50,29,84.4
TST007963,2025-06-07,SCH0594,5,Mathematics,CGPA,7.8,10,58,78.0
TST001297,2025-05-09,SCH0409,6,Mathematics,CGPA,7.7,10,149,77.0
TST004941,2026-01-19,SCH0109,6,Punjabi,%,82.0%,100,137,82.0
TST002362,2025-04-17,SCH0289,4,Mathematics,pct,43.9%,100,34,43.9
TST005408,2026-02-04,SCH0281,4,EVS,CGPA,4.5,10,105,45.0
TST007088,2025-04-14,SCH0138,7,Punjabi,pct,55.3%,100,148,55.3
TST002819,2025-11-11,SCH0144,3,English,%,51.8%,100,119,51.8
TST007784,2025-08-03,SCH0182,4,Punjabi,CGPA,8.4,10,61,84.0
TST005422,2025-09-21,SCH0043,4,Punjabi,CGPA,6.2,10,103,62.0
TST001900,2025-11-07,SCH0172,3,Mathematics,Percentage,81.3%,100,119,81.3
TST005699,2025-06-10,SCH0290,3,Science,Letter Grade,C,NA,113,70.0
TST001626,2025-04-23,SCH0440,7,Punjabi,CGPA,6.6,10,44,66.0
TST007441,2025-05-18,SCH0182,6,EVS,pct,72.2%,100,145,72.2
TST004465,2026-03-13,SCH0293,7,Mathematics,Letter Grade,A,NA,106,90.0
TST007086,2025-07-09,SCH0048,4,EVS,CGPA,4.3,10,85,43.0
TST001598,2025-11-27,SCH0542,5,EVS,%,76.3%,100,73,76.3
TST005924,2026-03-22,SCH0441,5,Hindi,Letter Grade,D,NA,104,60.0
TST000941,2025-06-13,SCH0098,4,Mathematics,%,68.0%,100,37,68.0
TST003311,2026-01-30,SCH0478,4,Punjabi,Letter Grade,D,NA,121,60.0
TST000411,2025-01-07,SCH0382,4,English,pct,84.4%,100,142,84.4
TST007757,2025-05-29,SCH0501,7,Mathematics,Letter Grade,B,NA,132,80.0
TST003745,2025-09-09,SCH0470,8,EVS,Raw Marks,18.8/25,25,48,75.2
TST001380,2025-06-29,SCH0585,3,Science,Raw Marks,22.3/50,50,123,44.6
TST000297,2025-04-08,SCH0347,7,Mathematics,Raw Marks,87.5/100,100,80,87.5
TST004908,2025-12-09,SCH0043,4,English,pct,60.4%,100,95,60.4
TST006963,2025-07-01,SCH0314,6,Science,pct,40.0%,100,68,40.0
TST001425,2025-12-22,SCH0565,3,Punjabi,Percentage,67.3%,100,138,67.3
TST004822,2025-11-20,SCH0037,5,EVS,pct,87.2%,100,39,87.2
TST003449,2025-10-19,SCH0344,4,English,CGPA,6.4,10,57,64.0
TST001443,2025-04-28,SCH0419,3,Punjabi,Raw Marks,40.5/50,50,148,81.0
TST004088,2025-07-10,SCH0332,3,Mathematics,Raw Marks,23.4/25,25,77,93.6
TST006885,2025-08-24,SCH0313,6,English,%,91.3%,100,92,91.3
TST003978,2025-06-21,SCH0572,4,Punjabi,Letter Grade,C,NA,143,70.0
TST001228,2025-04-17,SCH0240,5,English,Raw Marks,13.4/25,25,139,53.6
TST005246,2025-06-14,SCH0170,7,English,Raw Marks,14.1/25,25,37,56.39999999999999
TST005192,2025-07-23,SCH0175,8,Mathematics,pct,42.0%,100,52,42.0
TST007678,2026-03-30,SCH0341,6,Mathematics,Letter Grade,E,NA,124,50.0
TST005873,2025-11-22,SCH0358,7,Mathematics,Letter Grade,C,NA,73,70.0
TST001866,2025-05-05,SCH0287,3,EVS,CGPA,6.4,10,45,64.0
TST005405,2026-01-15,SCH0456,8,Punjabi,CGPA,7.6,10,26,76.0
TST005536,2025-06-18,SCH0228,7,EVS,Letter Grade,D,NA,102,60.0
TST000718,2026-01-05,SCH0204,8,Mathematics,CGPA,8.8,10,98,88.0
TST007181,2025-10-14,SCH0147,3,Mathematics,Raw Marks,47.4/50,50,25,94.8
TST004792,2025-05-30,SCH0027,6,Hindi,pct,46.8%,100,76,46.8
TST001525,2025-10-12,SCH0099,7,Punjabi,CGPA,4.2,10,145,42.0
TST007166,2025-08-10,SCH0142,3,Mathematics,Letter Grade,D,NA,56,60.0
TST002778,2026-01-05,SCH0042,6,Mathematics,Letter Grade,D,NA,114,60.0
TST006858,2025-06-05,SCH0200,5,Mathematics,%,47.6%,100,147,47.6
TST003880,2025-06-26,SCH0059,3,English,Letter Grade,B,NA,136,80.0
TST002190,2025-02-05,SCH0134,3,English,Raw Marks,22.4/25,25,40,89.6
TST004247,2026-02-07,SCH0093,5,English,Letter Grade,D,NA,29,60.0
TST006870,2025-12-05,SCH0508,8,Science,CGPA,6.4,10,50,64.0
TST002925,2025-11-05,SCH0566,3,Mathematics,Percentage,55.5%,100,28,55.5
TST004097,2026-07-03,SCH0015,6,Mathematics,Letter Grade,D,NA,139,60.0
TST004191,2025-06-20,SCH0381,3,Mathematics,%,93.7%,100,45,93.7
TST003840,2026-03-08,SCH0131,7,Mathematics,CGPA,6.7,10,100,67.0
TST006280,2025-10-13,SCH0017,8,English,Raw Marks,22.0/25,25,38,88.0
TST000194,2025-05-11,SCH0277,8,Punjabi,Letter Grade,B,NA,83,80.0
TST007050,2025-12-27,SCH0408,6,EVS,Raw Marks,19.3/25,25,42,77.2
TST001568,2026-03-14,SCH0050,6,EVS,%,55.4%,100,105,55.4
TST003088,2026-05-02,SCH0012,7,Mathematics,pct,57.5%,100,45,57.5
TST001428,2025-12-13,SCH0023,4,Hindi,Percentage,42.6%,100,47,42.6
TST007860,2026-10-01,SCH0196,5,Mathematics,pct,67.6%,100,134,67.6
TST007449,2025-05-08,SCH0120,3,Punjabi,Percentage,64.7%,100,143,64.7
TST004778,2025-12-20,SCH0483,3,Punjabi,Percentage,68.9%,100,141,68.9
TST006616,2025-11-15,SCH0064,4,Mathematics,CGPA,8.4,10,87,84.0
TST000567,2025-09-25,SCH0072,3,Science,Percentage,48.1%,100,107,48.1
TST003122,2026-01-09,SCH0109,5,Mathematics,%,78.3%,100,87,78.3
TST000299,2025-05-10,SCH0506,5,English,CGPA,4.8,10,57,48.0
TST001903,2026-03-20,SCH0467,3,Mathematics,Raw Marks,17.2/25,25,69,68.8
TST002861,2025-09-29,SCH0421,8,English,CGPA,4.1,10,105,41.0
TST007175,2025-12-24,SCH0329,7,Hindi,pct,90.2%,100,68,90.2
TST000504,2025-11-28,SCH0211,8,EVS,CGPA,4.0,10,87,40.0
TST002085,2025-07-16,SCH0348,7,Science,CGPA,4.4,10,52,44.0
TST004245,2026-01-24,SCH0364,6,Mathematics,Percentage,42.0%,100,38,42.0
TST000846,2025-04-18,SCH0492,5,Mathematics,Raw Marks,83.9/100,100,86,83.9
TST003237,2025-06-25,SCH0144,6,Science,CGPA,8.0,10,68,80.0
TST005315,2025-09-27,SCH0285,8,EVS,Letter Grade,B,NA,37,80.0
TST006067,2025-11-28,SCH0118,8,English,pct,42.7%,100,106,42.7
TST005117,2025-06-27,SCH0369,3,Mathematics,Raw Marks,44.4/100,100,64,44.4
TST003971,2025-10-30,SCH0246,3,EVS,CGPA,7.8,10,83,78.0
TST001851,2025-05-17,SCH0405,5,Punjabi,%,59.1%,100,122,59.1
TST000463,2025-08-16,SCH0086,8,Hindi,CGPA,8.4,10,83,84.0
TST002101,2026-02-15,SCH0146,4,Mathematics,pct,87.5%,100,47,87.5
TST007709,2026-03-17,SCH0113,5,Science,Raw Marks,22.4/50,50,54,44.8
TST006392,2025-01-08,SCH0565,5,Science,CGPA,6.8,10,31,68.0
TST003845,2025-11-05,SCH0326,3,Mathematics,CGPA,6.4,10,80,64.0
TST002455,2025-03-09,SCH0057,5,English,CGPA,9.1,10,67,91.0
TST006618,2025-06-11,SCH0497,4,English,Letter Grade,B,NA,93,80.0
TST003941,2025-10-21,SCH0114,3,Mathematics,Raw Marks,40.1/50,50,122,80.2
TST005522,2026-01-07,SCH0183,5,Hindi,Letter Grade,C,NA,92,70.0
TST004321,2025-05-27,SCH0071,7,Punjabi,CGPA,7.2,10,77,72.0
TST007900,2025-07-05,SCH0243,8,Mathematics,%,92.5%,100,44,92.5
TST002005,2025-04-30,SCH0445,3,EVS,Letter Grade,B,NA,109,80.0
TST006808,2025-11-12,SCH0243,4,EVS,Raw Marks,39.0/50,50,78,78.0
TST002708,2025-07-16,SCH0383,6,Mathematics,Letter Grade,A+,NA,48,95.0
TST003602,2025-06-18,SCH0045,7,Mathematics,pct,57.1%,100,62,57.1
TST003201,2025-08-16,SCH0181,4,Science,Letter Grade,D,NA,144,60.0
TST003028,2026-08-01,SCH0275,3,Mathematics,Letter Grade,C,NA,84,70.0
TST003074,2025-10-21,SCH0116,4,Mathematics,Letter Grade,A+,NA,89,95.0
TST004480,2025-07-25,SCH0472,8,EVS,CGPA,9.2,10,83,92.0
TST002700,2026-03-07,SCH0569,6,Hindi,CGPA,8.2,10,120,82.0
TST001400,2026-02-13,SCH0415,3,Hindi,CGPA,5.2,10,48,52.0
TST003755,2025-12-23,SCH0029,3,Mathematics,Raw Marks,37.5/50,50,37,75.0
TST004167,2025-05-18,SCH0084,8,Punjabi,CGPA,7.7,10,108,77.0
TST006621,2026-05-03,SCH0400,4,EVS,Letter Grade,D,NA,50,60.0
TST005763,2025-09-11,SCH0072,6,Mathematics,Letter Grade,E,NA,69,50.0
TST004502,2026-01-31,SCH0269,7,Hindi,Raw Marks,71.4/100,100,87,71.4
TST000559,2025-12-30,SCH0322,5,Science,Letter Grade,C,NA,127,70.0
TST006193,2025-08-27,SCH0126,6,Punjabi,Percentage,42.5%,100,99,42.5
TST005309,2025-07-09,SCH0140,8,English,Raw Marks,70.1/100,100,94,70.1
TST001812,2025-05-25,SCH0067,6,EVS,CGPA,5.6,10,105,56.0
TST001682,2026-02-20,SCH0548,5,Hindi,Raw Marks,45.6/50,50,110,91.2
TST000662,2025-06-22,SCH0041,4,Punjabi,Raw Marks,46.8/50,50,130,93.6
TST003581,2025-08-06,SCH0566,6,Mathematics,Percentage,90.3%,100,44,90.3
TST006277,2025-09-02,SCH0125,7,Mathematics,%,91.7%,100,50,91.7
TST002148,2026-11-01,SCH0583,7,Mathematics,Percentage,48.1%,100,86,48.1
TST005244,2025-11-06,SCH0504,6,Hindi,Letter Grade,D,NA,87,60.0
TST005510,2026-02-20,SCH0057,7,Mathematics,Letter Grade,C,NA,96,70.0
TST002576,2025-03-05,SCH0029,6,Hindi,Letter Grade,B,NA,22,80.0
TST001717,2025-09-03,SCH0213,6,Hindi,Raw Marks,17.5/25,25,66,70.0
TST003818,2025-07-05,SCH0323,7,Mathematics,Letter Grade,D,NA,58,60.0
TST004700,2025-09-27,SCH0451,6,EVS,CGPA,4.2,10,74,42.0
TST004829,2025-10-12,SCH0255,5,Science,Raw Marks,77.1/100,100,70,77.1
TST000626,2025-07-24,SCH0447,7,English,pct,66.0%,100,91,66.0
TST002806,2025-12-29,SCH0430,7,Hindi,pct,75.2%,100,55,75.2
TST005666,2025-10-23,SCH0261,7,Mathematics,Letter Grade,B,NA,70,80.0
TST002644,2025-11-16,SCH0014,5,EVS,Percentage,89.1%,100,140,89.1
TST004253,2025-08-26,SCH0496,7,Mathematics,Letter Grade,C,NA,26,70.0
TST004930,2026-01-21,SCH0356,8,EVS,Raw Marks,21.7/25,25,61,86.8
TST006668,2026-03-04,SCH0070,4,Mathematics,CGPA,6.4,10,66,64.0
TST005668,2025-05-10,SCH0385,5,Hindi,pct,87.8%,100,74,87.8
TST007783,2026-11-02,SCH0545,4,English,Letter Grade,D,NA,135,60.0
TST002646,2025-07-11,SCH0471,3,Science,Raw Marks,38.5/50,50,87,77.0
TST001192,2025-10-04,SCH0421,8,Punjabi,%,92.4%,100,150,92.4
TST006056,2025-06-04,SCH0099,5,Mathematics,Letter Grade,C,NA,32,70.0
TST002264,2025-06-16,SCH0492,4,Science,Letter Grade,B,NA,145,80.0
TST005551,2025-10-05,SCH0535,8,EVS,Percentage,66.3%,100,33,66.3
TST003905,2025-04-06,SCH0179,5,Mathematics,%,64.2%,100,75,64.2
TST004042,2025-08-09,SCH0235,7,Hindi,Raw Marks,60.9/100,100,49,60.9
TST000713,2025-04-18,SCH0347,6,EVS,Percentage,86.2%,100,28,86.2
TST005684,2025-06-20,SCH0300,4,Mathematics,CGPA,6.6,10,137,66.0
TST007203,2025-08-09,SCH0402,5,Science,Letter Grade,D,NA,93,60.0
TST003350,2025-08-22,SCH0452,5,Mathematics,CGPA,5.9,10,88,59.0
TST003345,2025-03-08,SCH0251,4,Punjabi,Percentage,81.8%,100,60,81.8
TST003575,2026-03-15,SCH0144,8,English,Raw Marks,46.2/50,50,50,92.4
TST004828,2025-05-06,SCH0010,5,Punjabi,Percentage,49.2%,100,52,49.2
TST000423,2026-01-13,SCH0338,3,Science,Raw Marks,45.6/100,100,85,45.6
TST007677,2025-07-07,SCH0598,5,Punjabi,Percentage,41.6%,100,91,41.6
TST006102,2025-07-14,SCH0410,5,Punjabi,Raw Marks,58.4/100,100,50,58.4
TST004356,2025-10-13,SCH0379,8,Mathematics,CGPA,4.3,10,83,43.0
TST002008,2025-11-23,SCH0227,5,Mathematics,Raw Marks,44.0/100,100,32,44.0
TST006164,2025-06-26,SCH0085,7,English,%,56.4%,100,70,56.4
TST001342,2025-10-09,SCH0151,6,English,%,70.1%,100,78,70.1
TST006822,2025-05-21,SCH0206,5,EVS,%,55.4%,100,59,55.4
TST001883,2025-07-14,SCH0159,8,Mathematics,Raw Marks,28.7/50,50,131,57.4
TST003144,2026-02-13,SCH0041,4,Mathematics,Raw Marks,45.3/100,100,117,45.3
TST000124,2026-03-29,SCH0298,3,Mathematics,Letter Grade,E,NA,31,50.0
TST000276,2026-01-16,SCH0327,7,English,Percentage,76.0%,100,20,76.0
TST006623,2025-12-14,SCH0492,3,Punjabi,Raw Marks,51.7/100,100,37,51.7
TST005723,2025-05-31,SCH0309,3,Science,pct,79.5%,100,48,79.5
TST006801,2026-03-02,SCH0522,4,EVS,%,90.5%,100,96,90.5
TST003539,2025-03-12,SCH0407,5,English,%,72.9%,100,53,72.9
TST007326,2025-04-04,SCH0044,6,Punjabi,Raw Marks,77.6/100,100,77,77.6
TST002503,2025-04-02,SCH0587,8,Science,Letter Grade,C,NA,35,70.0
TST006551,2025-08-25,SCH0094,6,EVS,Letter Grade,D,NA,60,60.0
TST005230,2025-11-08,SCH0095,4,Mathematics,Percentage,42.9%,100,88,42.9
TST000901,2026-03-20,SCH0378,4,Science,Letter Grade,D,NA,28,60.0
TST007230,2025-05-31,SCH0475,5,Mathematics,pct,78.4%,100,33,78.4
TST007891,2026-01-18,SCH0254,5,Mathematics,CGPA,4.3,10,27,43.0
TST006135,2026-01-09,SCH0016,3,Hindi,CGPA,6.7,10,41,67.0
TST005136,2025-06-18,SCH0176,4,Mathematics,CGPA,4.6,10,57,46.0
TST005585,2025-04-08,SCH0326,5,Mathematics,Letter Grade,D,NA,145,60.0
TST006510,2025-08-15,SCH0132,8,Mathematics,CGPA,5.4,10,119,54.0
TST000855,2025-08-20,SCH0302,6,Mathematics,Letter Grade,D,NA,89,60.0
TST005229,2025-08-29,SCH0295,8,Mathematics,Percentage,92.3%,100,49,92.3
TST000047,2025-04-14,SCH0325,8,Hindi,Raw Marks,76.7/100,100,88,76.7
TST004839,2025-04-28,SCH0320,4,EVS,Letter Grade,D,NA,109,60.0
TST001738,2025-08-01,SCH0110,8,Punjabi,CGPA,5.8,10,114,58.0
TST000196,2025-04-08,SCH0225,4,Mathematics,CGPA,7.0,10,126,70.0
TST003558,2025-07-31,SCH0468,3,EVS,Letter Grade,B,NA,131,80.0
TST001722,2025-08-11,SCH0410,6,Science,pct,81.5%,100,23,81.5
TST000390,2026-01-03,SCH0499,7,English,CGPA,7.2,10,78,72.0
TST004885,2025-09-26,SCH0491,3,Mathematics,pct,84.6%,100,144,84.6
TST002809,2026-09-03,SCH0039,4,Mathematics,CGPA,7.1,10,123,71.0
TST004352,2025-04-18,SCH0285,6,English,Raw Marks,12.4/25,25,86,49.6
TST003987,2026-01-15,SCH0076,4,Punjabi,Raw Marks,22.6/50,50,85,45.2
TST006028,2026-03-22,SCH0428,7,Punjabi,pct,88.8%,100,32,88.8
TST003168,2025-01-12,SCH0056,5,EVS,pct,81.5%,100,27,81.5
TST000774,2025-06-07,SCH0430,8,EVS,%,86.8%,100,85,86.8
TST004765,2026-01-20,SCH0146,7,Punjabi,Letter Grade,A+,NA,72,95.0
TST002078,2025-04-22,SCH0464,6,English,Raw Marks,37.8/50,50,98,75.6
TST004369,2026-02-26,SCH0247,7,Hindi,pct,80.3%,100,93,80.3
TST007756,2025-04-11,SCH0127,6,English,Raw Marks,26.9/50,50,45,53.79999999999999
TST004879,2025-06-18,SCH0445,7,EVS,CGPA,9.1,10,51,91.0
TST007373,2026-03-08,SCH0322,8,EVS,CGPA,8.3,10,150,83.0
TST007735,2025-05-04,SCH0199,5,Mathematics,CGPA,7.0,10,22,70.0
TST002084,2026-02-21,SCH0570,6,English,CGPA,6.6,10,112,66.0
TST002121,2025-05-30,SCH0160,4,EVS,Letter Grade,E,NA,117,50.0
TST005908,2025-05-02,SCH0479,5,Mathematics,Letter Grade,D,NA,50,60.0
TST001575,2026-02-09,SCH0290,5,Hindi,Raw Marks,22.7/25,25,102,90.8
TST005212,2025-09-08,SCH0186,5,Mathematics,CGPA,6.3,10,68,63.0
TST002442,2025-07-06,SCH0599,5,Hindi,Raw Marks,67.3/100,100,106,67.3
TST001816,2025-08-04,SCH0476,7,Mathematics,CGPA,8.8,10,76,88.0
TST000775,2025-04-01,SCH0175,6,Science,CGPA,4.8,10,109,48.0
TST000133,2025-06-11,SCH0224,8,Science,Raw Marks,27.9/50,50,20,55.8
TST000963,2025-10-29,SCH0258,5,Mathematics,%,43.4%,100,91,43.4
TST003181,2025-09-20,SCH0003,8,English,CGPA,4.2,10,34,42.0
TST001661,2025-06-22,SCH0095,7,English,Raw Marks,20.4/50,50,45,40.8
TST005683,2025-07-22,SCH0243,8,Mathematics,Raw Marks,57.5/100,100,76,57.49999999999999
TST003779,2025-07-02,SCH0343,7,Mathematics,pct,85.3%,100,26,85.3
TST002145,2025-07-02,SCH0359,4,Science,Letter Grade,D,NA,63,60.0
TST006945,2025-09-25,SCH0470,5,Punjabi,Letter Grade,B,NA,36,80.0
TST003771,2025-11-10,SCH0485,5,Mathematics,Raw Marks,23.7/25,25,25,94.8
TST000142,2025-12-02,SCH0250,6,Mathematics,Letter Grade,D,NA,131,60.0
TST005400,2025-10-30,SCH0066,8,EVS,Percentage,44.2%,100,127,44.2
TST001689,2026-01-21,SCH0149,4,Hindi,Letter Grade,B,NA,48,80.0
TST005245,2026-01-12,SCH0502,8,Science,Letter Grade,D,NA,52,60.0
TST001599,2026-01-11,SCH0592,4,Hindi,Letter Grade,C,NA,34,70.0
TST002771,2025-10-30,SCH0272,7,Science,%,63.8%,100,106,63.8
TST007741,2025-11-16,SCH0245,3,English,%,79.8%,100,115,79.8
TST005438,2025-04-07,SCH0057,6,Hindi,Letter Grade,C,NA,28,70.0
TST001918,2026-03-03,SCH0242,4,Mathematics,Letter Grade,C,NA,148,70.0
TST004382,2026-01-19,SCH0551,3,EVS,Letter Grade,C,NA,106,70.0
TST005648,2025-09-22,SCH0187,4,Mathematics,pct,58.6%,100,145,58.6
TST003812,2025-11-21,SCH0127,4,Mathematics,Raw Marks,20.8/50,50,92,41.6
TST000435,2025-04-21,SCH0276,5,Hindi,Letter Grade,B,NA,64,80.0
TST004195,2025-02-05,SCH0420,6,Mathematics,CGPA,4.3,10,39,43.0
TST001444,2026-01-21,SCH0432,3,Science,%,46.4%,100,36,46.4
TST003888,2025-12-17,SCH0443,6,Mathematics,Letter Grade,C,NA,88,70.0
TST006044,2025-08-23,SCH0588,8,Science,Raw Marks,38.5/50,50,127,77.0
TST000059,2025-05-22,SCH0356,4,Punjabi,CGPA,8.7,10,34,87.0
TST002228,2025-10-08,SCH0289,6,Punjabi,Letter Grade,D,NA,99,60.0
TST000105,2025-08-13,SCH0129,7,Mathematics,Letter Grade,C,NA,113,70.0
TST003242,2026-02-26,SCH0254,6,Hindi,Letter Grade,D,NA,38,60.0
TST004050,2025-12-05,SCH0392,8,Punjabi,Raw Marks,14.5/25,25,124,57.99999999999999
TST005418,2025-08-04,SCH0300,6,English,Percentage,85.6%,100,25,85.6
TST003731,2025-08-31,SCH0141,7,Science,%,43.7%,100,139,43.7
TST002928,2025-09-18,SCH0551,7,Mathematics,CGPA,5.1,10,141,51.0
TST001504,2025-04-21,SCH0103,7,Hindi,CGPA,8.8,10,71,88.0
TST007815,2025-10-07,SCH0361,8,Mathematics,Letter Grade,D,NA,142,60.0
TST007844,2025-08-15,SCH0405,8,EVS,CGPA,6.2,10,90,62.0
TST006407,2025-05-29,SCH0264,3,Punjabi,CGPA,5.0,10,96,50.0
TST005820,2025-07-08,SCH0229,5,English,Letter Grade,B,NA,93,80.0
TST001846,2025-08-10,SCH0472,7,Hindi,Raw Marks,79.3/100,100,134,79.3
TST002040,2025-11-24,SCH0117,8,English,%,80.4%,100,64,80.4
TST004991,2026-03-29,SCH0571,7,Science,Raw Marks,42.0/50,50,30,84.0
TST000853,2025-04-10,SCH0575,7,Science,Percentage,76.9%,100,60,76.9
TST003513,2025-08-22,SCH0278,4,English,Percentage,76.0%,100,112,76.0
TST007525,2025-10-30,SCH0216,4,Mathematics,Percentage,87.4%,100,52,87.4
TST007820,2025-09-28,SCH0105,3,EVS,pct,83.7%,100,115,83.7
TST000088,2025-05-30,SCH0011,7,EVS,%,94.7%,100,51,94.7
TST005345,2026-02-24,SCH0599,5,EVS,Letter Grade,C,NA,61,70.0
TST007925,2025-10-20,SCH0047,8,Mathematics,Percentage,94.4%,100,38,94.4
TST007578,2025-09-09,SCH0013,3,EVS,%,94.2%,100,32,94.2
TST007701,2025-10-02,SCH0554,7,English,Raw Marks,26.1/50,50,56,52.2
TST004551,2026-02-14,SCH0538,5,EVS,Letter Grade,B,NA,42,80.0
TST005048,2026-03-31,SCH0132,7,Mathematics,Percentage,81.2%,100,128,81.2
TST000548,2025-10-09,SCH0295,4,Mathematics,CGPA,5.8,10,50,58.0
TST001690,2025-05-30,SCH0023,7,Mathematics,Raw Marks,23.4/25,25,134,93.6
TST003992,2025-09-30,SCH0430,6,Hindi,Letter Grade,B,NA,54,80.0
TST005780,2025-09-10,SCH0104,4,Mathematics,pct,44.9%,100,67,44.9
TST004849,2026-02-09,SCH0337,8,EVS,CGPA,9.3,10,33,93.0
TST006078,2025-08-18,SCH0195,4,Science,Letter Grade,C,NA,132,70.0
TST002227,2026-02-08,SCH0183,7,English,Letter Grade,B,NA,108,80.0
TST000019,2025-03-08,SCH0404,4,Mathematics,Percentage,75.1%,100,148,75.1
TST000174,2025-12-08,SCH0253,3,English,Letter Grade,D,NA,99,60.0
TST002485,2025-08-27,SCH0306,4,Mathematics,Raw Marks,22.4/25,25,104,89.6
TST006239,2025-06-13,SCH0486,5,Mathematics,CGPA,8.0,10,60,80.0
TST000841,2025-12-02,SCH0401,6,English,Raw Marks,11.1/25,25,70,44.4
TST004534,2025-09-24,SCH0550,8,EVS,pct,58.7%,100,93,58.7
TST005037,2026-03-28,SCH0185,3,Mathematics,Raw Marks,20.7/25,25,91,82.8
TST006754,2025-08-18,SCH0516,8,English,%,93.2%,100,101,93.2
TST004335,2025-12-21,SCH0555,8,Science,%,79.2%,100,60,79.2
TST005287,2025-07-21,SCH0149,8,Punjabi,CGPA,7.9,10,146,79.0
TST007314,2025-12-29,SCH0536,8,Hindi,Raw Marks,13.5/25,25,84,54.0
TST000441,2025-08-16,SCH0057,6,Hindi,Percentage,94.6%,100,105,94.6
TST000610,2026-02-28,SCH0198,6,Mathematics,Raw Marks,49.0/100,100,76,49.0
TST006557,2025-08-16,SCH0161,5,English,%,85.1%,100,120,85.1
TST003023,2026-03-04,SCH0494,4,Hindi,Raw Marks,30.7/50,50,106,61.4
TST002666,2025-07-27,SCH0020,7,Mathematics,Raw Marks,35.8/50,50,110,71.6
TST004861,2026-01-04,SCH0503,5,English,Raw Marks,72.9/100,100,46,72.9
TST002047,2025-08-08,SCH0521,3,Science,Raw Marks,42.7/50,50,40,85.4
TST004112,2025-06-23,SCH0365,6,Mathematics,CGPA,6.4,10,63,64.0
TST001091,2025-07-30,SCH0511,8,Hindi,CGPA,8.8,10,35,88.0
TST001539,2025-11-23,SCH0424,5,Mathematics,Letter Grade,D,NA,78,60.0
TST003425,2025-11-29,SCH0453,3,Mathematics,CGPA,7.3,10,88,73.0
TST006536,2025-01-06,SCH0160,6,Punjabi,Letter Grade,D,NA,106,60.0
TST001308,2025-12-10,SCH0502,6,English,Percentage,93.5%,100,86,93.5
TST003036,2026-02-22,SCH0021,3,EVS,CGPA,5.2,10,66,52.0
TST000872,2025-06-05,SCH0381,5,English,Raw Marks,12.1/25,25,37,48.4
TST007049,2025-04-23,SCH0553,8,Mathematics,Letter Grade,C,NA,101,70.0
TST000247,2025-07-18,SCH0229,4,Mathematics,Letter Grade,D,NA,48,60.0
TST001781,2025-11-06,SCH0190,6,Science,%,52.3%,100,61,52.3
TST007303,2026-02-06,SCH0390,3,Mathematics,Percentage,77.2%,100,54,77.2
TST004515,2025-06-01,SCH0175,4,Mathematics,Letter Grade,D,NA,124,60.0
